time,avg_roam_time_min,area_to_destroy_12.4min,area_to_destroy_24.8min,area_to_destroy_30.0min,missiles_remaining,mated_missiles_remaining,retaliation_prob
2021/01/20-13:07,5.4,"14,640","39,357","53,300",0,0,0.0000
2021/01/20-13:08,6.1,"15,860","41,052","55,130",1,1,0.0000
2021/01/20-13:09,6.8,"17,418","43,527","57,990",3,2,0.0000
2021/01/20-13:10,7.6,"19,050","46,076","60,924",5,4,0.0020
2021/01/20-13:11,4.5,"12,889","36,210","49,504",0,0,0.0000
2021/01/20-13:12,5.3,"14,314","38,570","52,256",0,0,0.0000
2021/01/20-13:13,6.0,"15,523","40,253","54,075",0,0,0.0000
2021/01/20-13:14,6.8,"17,069","42,718","56,924",2,1,0.0000
2021/01/20-13:15,7.5,"18,690","45,256","59,847",5,1,0.0000
2021/01/20-13:16,4.7,"13,200","36,442","49,639",0,0,0.0000
2021/01/20-13:17,5.5,"14,627","38,786","52,368",0,0,0.0000
2021/01/20-13:18,6.2,"16,127","41,204","55,171",2,2,0.0000
2021/01/20-13:19,6.9,"17,702","43,696","58,048",3,3,0.0001
2021/01/20-13:20,7.7,"19,350","46,263","60,999",5,3,0.0001
2021/01/20-13:21,4.6,"12,908","35,977","49,101",0,0,0.0000
2021/01/20-13:22,5.3,"14,339","38,342","51,859",0,0,0.0000
2021/01/20-13:23,6.1,"15,845","40,783","54,692",1,0,0.0000
2021/01/20-13:24,6.8,"17,426","43,300","57,600",3,2,0.0000
2021/01/20-13:25,7.6,"19,083","45,892","60,584",5,4,0.0020
2021/01/20-13:26,4.5,"12,720","35,703","48,790",0,0,0.0000
2021/01/20-13:27,5.2,"14,144","38,061","51,541",0,0,0.0000
2021/01/20-13:28,6.0,"15,643","40,495","54,367",1,0,0.0000
2021/01/20-13:29,6.6,"17,005","42,636","56,835",3,1,0.0000
2021/01/20-13:30,7.4,"18,642","45,208","59,799",5,3,0.0001
2021/01/20-13:31,4.5,"12,800","35,817","48,919",0,0,0.0000
2021/01/20-13:32,5.3,"14,226","38,178","51,672",0,0,0.0000
2021/01/20-13:33,6.0,"15,728","40,615","54,501",1,1,0.0000
2021/01/20-13:34,6.8,"17,305","43,127","57,405",3,2,0.0000
2021/01/20-13:35,7.5,"18,958","45,714","60,385",6,3,0.0001
2021/01/20-13:36,4.6,"13,037","36,210","49,378",0,0,0.0000
2021/01/20-13:37,5.4,"14,476","38,584","52,144",0,0,0.0000
2021/01/20-13:38,6.1,"15,991","41,033","54,985",1,0,0.0000
2021/01/20-13:39,6.9,"17,580","43,558","57,902",3,2,0.0000
2021/01/20-13:40,7.6,"19,246","46,158","60,894",6,3,0.0001
2021/01/20-13:41,4.8,"13,329","36,675","49,915",0,0,0.0000
2021/01/20-13:42,5.5,"14,890","39,493","53,324",0,0,0.0000
2021/01/20-13:43,6.3,"16,419","41,956","56,180",2,1,0.0000
2021/01/20-13:44,7.0,"18,022","44,495","59,111",4,2,0.0000
2021/01/20-13:45,7.8,"19,702","47,109","62,117",6,3,0.0001
2021/01/20-13:46,4.6,"13,254","37,071","50,636",0,0,0.0000
2021/01/20-13:47,5.4,"14,693","39,445","53,402",0,0,0.0000
2021/01/20-13:48,6.1,"16,207","41,894","56,244",2,2,0.0000
2021/01/20-13:49,6.9,"17,797","44,419","59,160",4,3,0.0001
2021/01/20-13:50,7.6,"19,571","47,449","62,782",7,3,0.0001
2021/01/20-13:51,4.6,"13,362","37,501","51,266",0,0,0.0000
2021/01/20-13:52,5.4,"14,801","39,875","54,032",0,0,0.0000
2021/01/20-13:53,6.1,"16,316","42,324","56,873",3,2,0.0000
2021/01/20-13:54,6.9,"17,905","44,849","59,790",4,3,0.0001
2021/01/20-13:55,7.6,"19,571","47,449","62,782",7,3,0.0001
2021/01/20-13:56,4.7,"13,417","37,303","50,897",0,0,0.0000
2021/01/20-13:57,5.4,"14,843","39,647","53,626",0,0,0.0000
2021/01/20-13:58,6.2,"16,344","42,065","56,429",2,2,0.0000
2021/01/20-13:59,6.9,"17,918","44,557","59,306",4,4,0.0020
2021/01/20-14:00,7.6,"19,567","47,123","62,257",6,5,0.0117
2021/01/20-14:01,4.6,"13,068","36,442","49,758",0,0,0.0000
2021/01/20-14:02,5.3,"14,462","38,735","52,429",0,0,0.0000
2021/01/20-14:03,6.1,"15,927","41,101","55,172",1,1,0.0000
2021/01/20-14:04,6.8,"17,466","43,540","57,989",2,1,0.0000
2021/01/20-14:05,7.5,"19,077","46,051","60,878",5,2,0.0000
2021/01/20-14:06,4.5,"12,888","36,174","49,454",0,0,0.0000
2021/01/20-14:07,5.2,"14,274","38,461","52,118",0,0,0.0000
2021/01/20-14:08,5.9,"15,733","40,820","54,855",1,0,0.0000
2021/01/20-14:09,6.7,"17,264","43,252","57,664",2,1,0.0000
2021/01/20-14:10,7.4,"18,868","45,756","60,546",5,3,0.0001
2021/01/20-14:11,4.4,"12,742","35,942","49,185",0,0,0.0000
